"chunk_id","doc_uid","doc_id","concept_name","mentions_source"
"205/2003/QĐ-TTg|Quyết định 205/2003/QĐ-TTg Về việc phê duyệt đề án ""Tổ chức quản lý, dạy nghề và giải quyết việc làm cho người sau cai nghiện"" tại thành phố Hồ Chí Minh|Điều 5#3","205/2003/QĐ-TTg|Quyết định 205/2003/QĐ-TTg Về việc phê duyệt đề án ""Tổ chức quản lý, dạy nghề và giải quyết việc làm cho người sau cai nghiện"" tại thành phố Hồ Chí Minh|Điều 5","21138","người lao động","substring"
"55/2007/QĐ-UBND|Quyết định 55/2007/QĐ-UBND Về việc quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí thẩm định báo cáo đánh giá tác động môi trường do cơ quan địa phương thực hiện|Điều 1#0","55/2007/QĐ-UBND|Quyết định 55/2007/QĐ-UBND Về việc quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí thẩm định báo cáo đánh giá tác động môi trường do cơ quan địa phương thực hiện|Điều 1","47877","bảo vệ môi trường","substring"
"20/2023/NQ-HĐND|Nghị quyết 20/2023/NQ-HĐND Quy định về một số nội dung và mức chi hỗ trợ đối với cán bộ, nhân viên y tế làm công tác kiểm tra sức khỏe định kỳ, điều trị ngoại trú cho cán bộ trong diện quản lý, chế độ hội chẩn; chế độ thăm hỏi đối với một số chức danh cán bộ, đối tượng chính sách của tỉnh|Điều 6#0","20/2023/NQ-HĐND|Nghị quyết 20/2023/NQ-HĐND Quy định về một số nội dung và mức chi hỗ trợ đối với cán bộ, nhân viên y tế làm công tác kiểm tra sức khỏe định kỳ, điều trị ngoại trú cho cán bộ trong diện quản lý, chế độ hội chẩn; chế độ thăm hỏi đối với một số chức danh cán bộ, đối tượng chính sách của tỉnh|Điều 6","163962","bảo hiểm y tế","substring"
"20/2016/QĐ-UBND|Quyết định 20/2016/QĐ-UBND Về việc sửa đổi, bổ sung Khoản 1 Điều 6 Quy định ban hành kèm theo 
Quyết định số 11/2016/QĐ-UBND ngày 17/6/2016 của Ủy ban nhân dân 
tỉnh Khánh Hòa về chế độ miễn, giảm tiền thuê đất, thuê nhà, cơ sở hạ tầng 
đối với dự án đầu tư công trình thuộc các lĩnh vực: Giáo dục - đào tạo, 
dạy nghề; y tế; văn hóa; thể dục thể thao; môi trường; giám định tư pháp 
trên địa bàn tỉnh Khánh Hòa|Điều 1#0","20/2016/QĐ-UBND|Quyết định 20/2016/QĐ-UBND Về việc sửa đổi, bổ sung Khoản 1 Điều 6 Quy định ban hành kèm theo 
Quyết định số 11/2016/QĐ-UBND ngày 17/6/2016 của Ủy ban nhân dân 
tỉnh Khánh Hòa về chế độ miễn, giảm tiền thuê đất, thuê nhà, cơ sở hạ tầng 
đối với dự án đầu tư công trình thuộc các lĩnh vực: Giáo dục - đào tạo, 
dạy nghề; y tế; văn hóa; thể dục thể thao; môi trường; giám định tư pháp 
trên địa bàn tỉnh Khánh Hòa|Điều 1","122672","tiền thuê đất","substring"
"20/2016/QĐ-UBND|Quyết định 20/2016/QĐ-UBND Về việc sửa đổi, bổ sung Khoản 1 Điều 6 Quy định ban hành kèm theo 
Quyết định số 11/2016/QĐ-UBND ngày 17/6/2016 của Ủy ban nhân dân 
tỉnh Khánh Hòa về chế độ miễn, giảm tiền thuê đất, thuê nhà, cơ sở hạ tầng 
đối với dự án đầu tư công trình thuộc các lĩnh vực: Giáo dục - đào tạo, 
dạy nghề; y tế; văn hóa; thể dục thể thao; môi trường; giám định tư pháp 
trên địa bàn tỉnh Khánh Hòa|Điều 1#0","20/2016/QĐ-UBND|Quyết định 20/2016/QĐ-UBND Về việc sửa đổi, bổ sung Khoản 1 Điều 6 Quy định ban hành kèm theo 
Quyết định số 11/2016/QĐ-UBND ngày 17/6/2016 của Ủy ban nhân dân 
tỉnh Khánh Hòa về chế độ miễn, giảm tiền thuê đất, thuê nhà, cơ sở hạ tầng 
đối với dự án đầu tư công trình thuộc các lĩnh vực: Giáo dục - đào tạo, 
dạy nghề; y tế; văn hóa; thể dục thể thao; môi trường; giám định tư pháp 
trên địa bàn tỉnh Khánh Hòa|Điều 1","122672","dự án đầu tư","substring"
"20/2003/QĐ-UB|Quyết định 20/2003/QĐ-UB V/v Ban hành chính sách bồi thường đất và đơn giá bồi thường nhà cửa, vật kiến trúc, hoa màu trên địa bàn tỉnh bình Phước|Điều 1#0","20/2003/QĐ-UB|Quyết định 20/2003/QĐ-UB V/v Ban hành chính sách bồi thường đất và đơn giá bồi thường nhà cửa, vật kiến trúc, hoa màu trên địa bàn tỉnh bình Phước|Điều 1","69916","đất đai","substring"
"1096/QĐ-UBND|Quyết định 1096/QĐ-UBND năm 2013 về Quy chế phối hợp trong công tác quản lý Văn phòng đại diện, Chi nhánh của thương nhân nước ngoài trên địa bàn Thành phố Hồ Chí Minh|Điều 9#0","1096/QĐ-UBND|Quyết định 1096/QĐ-UBND năm 2013 về Quy chế phối hợp trong công tác quản lý Văn phòng đại diện, Chi nhánh của thương nhân nước ngoài trên địa bàn Thành phố Hồ Chí Minh|Điều 9","89015","văn phòng đại diện","substring"
"1096/QĐ-UBND|Quyết định 1096/QĐ-UBND năm 2013 về Quy chế phối hợp trong công tác quản lý Văn phòng đại diện, Chi nhánh của thương nhân nước ngoài trên địa bàn Thành phố Hồ Chí Minh|Điều 9#0","1096/QĐ-UBND|Quyết định 1096/QĐ-UBND năm 2013 về Quy chế phối hợp trong công tác quản lý Văn phòng đại diện, Chi nhánh của thương nhân nước ngoài trên địa bàn Thành phố Hồ Chí Minh|Điều 9","89015","chi nhánh","substring"
"195/2010/QĐ-UBND|Quyết định 195/2010/QĐ-UBND Ban hành Nội quy mẫu về chợ; thủ tục phê duyệt Nội quy chợ, siêu thị, trung tâm
thương mại và thủ tục xác nhận hạng siêu thị, trung tâm thương mại|Điều 7#0","195/2010/QĐ-UBND|Quyết định 195/2010/QĐ-UBND Ban hành Nội quy mẫu về chợ; thủ tục phê duyệt Nội quy chợ, siêu thị, trung tâm
thương mại và thủ tục xác nhận hạng siêu thị, trung tâm thương mại|Điều 7","103246","hộ kinh doanh","substring"
"104/2004/QĐ-BCN|Quyết định 104/2004/QĐ-BCN Về việc chuyển Công ty Du lịch và Thương mại thành Công ty cổ phần Du lịch và Thương mại Than Việt Nam|Điều 2#0","104/2004/QĐ-BCN|Quyết định 104/2004/QĐ-BCN Về việc chuyển Công ty Du lịch và Thương mại thành Công ty cổ phần Du lịch và Thương mại Than Việt Nam|Điều 2","19086","công ty cổ phần","substring"
"116/2016 /TT-BTC|Thông tư 116/2016 /TT-BTC Hướng dẫn lập, phân bổ dự toán, thanh toán, quyết toán kinh phí sản phẩm công ích giống nông nghiệp, thủy sản|Điều 2#0","116/2016 /TT-BTC|Thông tư 116/2016 /TT-BTC Hướng dẫn lập, phân bổ dự toán, thanh toán, quyết toán kinh phí sản phẩm công ích giống nông nghiệp, thủy sản|Điều 2","113618","hợp tác xã","substring"
"116/2016 /TT-BTC|Thông tư 116/2016 /TT-BTC Hướng dẫn lập, phân bổ dự toán, thanh toán, quyết toán kinh phí sản phẩm công ích giống nông nghiệp, thủy sản|Điều 2#0","116/2016 /TT-BTC|Thông tư 116/2016 /TT-BTC Hướng dẫn lập, phân bổ dự toán, thanh toán, quyết toán kinh phí sản phẩm công ích giống nông nghiệp, thủy sản|Điều 2","113618","đăng ký kinh doanh","substring"
"14/2010/NQ-HĐND|Nghị quyết 14/2010/NQ-HĐND Về việc Quy định phân cấp nguồn thu, nhiệm vụ chi ngân sách 
giữa các cấp chính quyền địa phương giai đoạn 2011-2015|Điều 3#1","14/2010/NQ-HĐND|Nghị quyết 14/2010/NQ-HĐND Về việc Quy định phân cấp nguồn thu, nhiệm vụ chi ngân sách 
giữa các cấp chính quyền địa phương giai đoạn 2011-2015|Điều 3","100437","bảo hiểm xã hội","substring"
"14/2010/NQ-HĐND|Nghị quyết 14/2010/NQ-HĐND Về việc Quy định phân cấp nguồn thu, nhiệm vụ chi ngân sách 
giữa các cấp chính quyền địa phương giai đoạn 2011-2015|Điều 3#1","14/2010/NQ-HĐND|Nghị quyết 14/2010/NQ-HĐND Về việc Quy định phân cấp nguồn thu, nhiệm vụ chi ngân sách 
giữa các cấp chính quyền địa phương giai đoạn 2011-2015|Điều 3","100437","bảo hiểm y tế","substring"
"14/2010/NQ-HĐND|Nghị quyết 14/2010/NQ-HĐND Về việc Quy định phân cấp nguồn thu, nhiệm vụ chi ngân sách 
giữa các cấp chính quyền địa phương giai đoạn 2011-2015|Điều 3#1","14/2010/NQ-HĐND|Nghị quyết 14/2010/NQ-HĐND Về việc Quy định phân cấp nguồn thu, nhiệm vụ chi ngân sách 
giữa các cấp chính quyền địa phương giai đoạn 2011-2015|Điều 3","100437","đất đai","substring"
"203-TT|Thông tư 203-TT Về việc miễn thuế các nhà xuất bản và đại lý sách báo|Điều VB#0","203-TT|Thông tư 203-TT Về việc miễn thuế các nhà xuất bản và đại lý sách báo|Điều VB","75463","miễn thuế","substring"
"12/2020/TT-BCT|Thông tư 12/2020/TT-BCT Sửa đổi, bổ sung, bãi bỏ một số điều của Thông tư số 09/2017/TT-BCT ngày 13 tháng 7 năm 2017 của Bộ trưởng Bộ Công Thương quy định hoạt động kiểm định kỹ thuật an toàn lao động thuộc thẩm quyền quản lý của Bộ Công Thương và một số quy trình kiểm định ban hành kèm theo Thông tư số 10/2017/TT-BCT ngày 26 tháng 7 năm 2017 của Bộ trưởng Bộ Công Thương ban hành quy trình kiểm định kỹ thuật an toàn lao động đối với máy, thiết bị, vật tư có yêu cầu nghiêm ngặt về an toàn lao động thuộc thẩm quyền quản lý của Bộ Công Thương|Điều 2#2","12/2020/TT-BCT|Thông tư 12/2020/TT-BCT Sửa đổi, bổ sung, bãi bỏ một số điều của Thông tư số 09/2017/TT-BCT ngày 13 tháng 7 năm 2017 của Bộ trưởng Bộ Công Thương quy định hoạt động kiểm định kỹ thuật an toàn lao động thuộc thẩm quyền quản lý của Bộ Công Thương và một số quy trình kiểm định ban hành kèm theo Thông tư số 10/2017/TT-BCT ngày 26 tháng 7 năm 2017 của Bộ trưởng Bộ Công Thương ban hành quy trình kiểm định kỹ thuật an toàn lao động đối với máy, thiết bị, vật tư có yêu cầu nghiêm ngặt về an toàn lao động thuộc thẩm quyền quản lý của Bộ Công Thương|Điều 2","143765","an toàn lao động","substring"
"25/2005/TT-BTC|Thông tư 25/2005/TT-BTC Hướng dẫn việc phát hành Công trái xây dựng Tổ quốc năm 2005 - Công trái giáo dục|Điều VB#5","25/2005/TT-BTC|Thông tư 25/2005/TT-BTC Hướng dẫn việc phát hành Công trái xây dựng Tổ quốc năm 2005 - Công trái giáo dục|Điều VB","16117","giám đốc","substring"
"25/2005/TT-BTC|Thông tư 25/2005/TT-BTC Hướng dẫn việc phát hành Công trái xây dựng Tổ quốc năm 2005 - Công trái giáo dục|Điều VB#5","25/2005/TT-BTC|Thông tư 25/2005/TT-BTC Hướng dẫn việc phát hành Công trái xây dựng Tổ quốc năm 2005 - Công trái giáo dục|Điều VB","16117","tổng giám đốc","substring"
"22/CP|Nghị định 22/CP Về xử phạt vi phạm hành chính trong lĩnh vực thuế|Điều 5#0","22/CP|Nghị định 22/CP Về xử phạt vi phạm hành chính trong lĩnh vực thuế|Điều 5","9409","quản lý thuế","substring"
"10/2008/CT-TTg|Chỉ thị 10/2008/CT-TTg Về việc tăng cường thực hiện công tác bảo hộ lao động, an toàn lao động|Điều VB#3","10/2008/CT-TTg|Chỉ thị 10/2008/CT-TTg Về việc tăng cường thực hiện công tác bảo hộ lao động, an toàn lao động|Điều VB","54175","an toàn lao động","substring"
"10/2008/CT-TTg|Chỉ thị 10/2008/CT-TTg Về việc tăng cường thực hiện công tác bảo hộ lao động, an toàn lao động|Điều VB#3","10/2008/CT-TTg|Chỉ thị 10/2008/CT-TTg Về việc tăng cường thực hiện công tác bảo hộ lao động, an toàn lao động|Điều VB","54175","người lao động","substring"
"10/2008/CT-TTg|Chỉ thị 10/2008/CT-TTg Về việc tăng cường thực hiện công tác bảo hộ lao động, an toàn lao động|Điều VB#3","10/2008/CT-TTg|Chỉ thị 10/2008/CT-TTg Về việc tăng cường thực hiện công tác bảo hộ lao động, an toàn lao động|Điều VB","54175","người sử dụng lao động","substring"
"05/2015/TT-BTC|Thông tư 05/2015/TT-BTC Hướng dẫn hoạt động đăng ký, lưu ký, bù trừ và thanh toán giao dịch chứng khoán|Điều 9#0","05/2015/TT-BTC|Thông tư 05/2015/TT-BTC Hướng dẫn hoạt động đăng ký, lưu ký, bù trừ và thanh toán giao dịch chứng khoán|Điều 9","48808","chi nhánh","substring"
"157/2004/QĐ-BCN|Quyết định 157/2004/QĐ-BCN Về việc chuyển Công ty Nhựa Rạng Đông thành Công ty cổ phần Nhựa Rạng Đông|Điều 6#0","157/2004/QĐ-BCN|Quyết định 157/2004/QĐ-BCN Về việc chuyển Công ty Nhựa Rạng Đông thành Công ty cổ phần Nhựa Rạng Đông|Điều 6","18621","công ty cổ phần","substring"
"157/2004/QĐ-BCN|Quyết định 157/2004/QĐ-BCN Về việc chuyển Công ty Nhựa Rạng Đông thành Công ty cổ phần Nhựa Rạng Đông|Điều 6#0","157/2004/QĐ-BCN|Quyết định 157/2004/QĐ-BCN Về việc chuyển Công ty Nhựa Rạng Đông thành Công ty cổ phần Nhựa Rạng Đông|Điều 6","18621","hội đồng quản trị","substring"
"157/2004/QĐ-BCN|Quyết định 157/2004/QĐ-BCN Về việc chuyển Công ty Nhựa Rạng Đông thành Công ty cổ phần Nhựa Rạng Đông|Điều 6#0","157/2004/QĐ-BCN|Quyết định 157/2004/QĐ-BCN Về việc chuyển Công ty Nhựa Rạng Đông thành Công ty cổ phần Nhựa Rạng Đông|Điều 6","18621","tổng giám đốc","substring"
"73/2011/QĐ-TTg|Quyết định 73/2011/QĐ-TTg Về việc quy định một số chế độ phụ cấp đặc thù đối với công chức, viên chức, người lao động trong các cơ sở y tế công lập và chế độ phụ cấp chống dịch|Điều 3#0","73/2011/QĐ-TTg|Quyết định 73/2011/QĐ-TTg Về việc quy định một số chế độ phụ cấp đặc thù đối với công chức, viên chức, người lao động trong các cơ sở y tế công lập và chế độ phụ cấp chống dịch|Điều 3","27218","người lao động","substring"
"73/2011/QĐ-TTg|Quyết định 73/2011/QĐ-TTg Về việc quy định một số chế độ phụ cấp đặc thù đối với công chức, viên chức, người lao động trong các cơ sở y tế công lập và chế độ phụ cấp chống dịch|Điều 3#0","73/2011/QĐ-TTg|Quyết định 73/2011/QĐ-TTg Về việc quy định một số chế độ phụ cấp đặc thù đối với công chức, viên chức, người lao động trong các cơ sở y tế công lập và chế độ phụ cấp chống dịch|Điều 3","27218","phụ cấp","substring"
"14/2007/NQ-HĐND|Nghị quyết 14/2007/NQ-HĐND Về dự toán và phân bổ ngân sách thành phố năm 2008|Điều 1#0","14/2007/NQ-HĐND|Nghị quyết 14/2007/NQ-HĐND Về dự toán và phân bổ ngân sách thành phố năm 2008|Điều 1","63217","tiền lương","substring"
"79/2025/TT-NHNN|Thông tư 79/2025/TT-NHNN Hướng dẫn về quản lý ngoại hối đối với việc cho vay ra nước ngoài và thu hồi nợ nước ngoài của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài|Điều 1#0","79/2025/TT-NHNN|Thông tư 79/2025/TT-NHNN Hướng dẫn về quản lý ngoại hối đối với việc cho vay ra nước ngoài và thu hồi nợ nước ngoài của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài|Điều 1","186060","chi nhánh","substring"
"32/2013/QÐ-UBND|Quyết định 32/2013/QÐ-UBND Ban hành Quy định về trình tự, thủ tục cấp và thu hồi 
Giấy chứng nhận đầu tư trên địa bàn tỉnh Thái Nguyên|Điều 15#0","32/2013/QÐ-UBND|Quyết định 32/2013/QÐ-UBND Ban hành Quy định về trình tự, thủ tục cấp và thu hồi 
Giấy chứng nhận đầu tư trên địa bàn tỉnh Thái Nguyên|Điều 15","106850","dự án đầu tư","substring"
"32/2013/QÐ-UBND|Quyết định 32/2013/QÐ-UBND Ban hành Quy định về trình tự, thủ tục cấp và thu hồi 
Giấy chứng nhận đầu tư trên địa bàn tỉnh Thái Nguyên|Điều 15#0","32/2013/QÐ-UBND|Quyết định 32/2013/QÐ-UBND Ban hành Quy định về trình tự, thủ tục cấp và thu hồi 
Giấy chứng nhận đầu tư trên địa bàn tỉnh Thái Nguyên|Điều 15","106850","đầu tư trong nước","substring"
"32/2013/QÐ-UBND|Quyết định 32/2013/QÐ-UBND Ban hành Quy định về trình tự, thủ tục cấp và thu hồi 
Giấy chứng nhận đầu tư trên địa bàn tỉnh Thái Nguyên|Điều 15#0","32/2013/QÐ-UBND|Quyết định 32/2013/QÐ-UBND Ban hành Quy định về trình tự, thủ tục cấp và thu hồi 
Giấy chứng nhận đầu tư trên địa bàn tỉnh Thái Nguyên|Điều 15","106850","đầu tư nước ngoài","substring"
"02/2025/QĐ-UBND|Quyết định 02/2025/QĐ-UBND Ban hành Quy chế xét tặng danh hiệu “Doanh nhân, Doanh nghiệp tiêu biểu” tỉnh Cà Mau|Điều 3#0","02/2025/QĐ-UBND|Quyết định 02/2025/QĐ-UBND Ban hành Quy chế xét tặng danh hiệu “Doanh nhân, Doanh nghiệp tiêu biểu” tỉnh Cà Mau|Điều 3","175151","người lao động","substring"
"61 TC/TCT|Thông tư 61 TC/TCT HƯớNG DẫN CHI TIếT Về THUế Và QUY ÐịNH THủ TụC THU NộP THUế  ÐốI VớI HợP ÐồNG CHIA SảN PHẩM Mỏ ÐạI hùng|Điều VB#6","61 TC/TCT|Thông tư 61 TC/TCT HƯớNG DẫN CHI TIếT Về THUế Và QUY ÐịNH THủ TụC THU NộP THUế  ÐốI VớI HợP ÐồNG CHIA SảN PHẩM Mỏ ÐạI hùng|Điều VB","83966","kê khai thuế","substring"
"03/2021/TT-BKHĐT|Thông tư 03/2021/TT-BKHĐT Quy định mẫu văn bản, báo cáo liên quan đến hoạt động đầu tư tại Việt Nam, đầu tư từ Việt Nam ra nước ngoài và xúc tiến đầu tư|Điều 81#5","03/2021/TT-BKHĐT|Thông tư 03/2021/TT-BKHĐT Quy định mẫu văn bản, báo cáo liên quan đến hoạt động đầu tư tại Việt Nam, đầu tư từ Việt Nam ra nước ngoài và xúc tiến đầu tư|Điều 81","147379","dự án đầu tư","substring"
"03/2021/TT-BKHĐT|Thông tư 03/2021/TT-BKHĐT Quy định mẫu văn bản, báo cáo liên quan đến hoạt động đầu tư tại Việt Nam, đầu tư từ Việt Nam ra nước ngoài và xúc tiến đầu tư|Điều 81#5","03/2021/TT-BKHĐT|Thông tư 03/2021/TT-BKHĐT Quy định mẫu văn bản, báo cáo liên quan đến hoạt động đầu tư tại Việt Nam, đầu tư từ Việt Nam ra nước ngoài và xúc tiến đầu tư|Điều 81","147379","góp vốn","substring"
"03/2021/TT-BKHĐT|Thông tư 03/2021/TT-BKHĐT Quy định mẫu văn bản, báo cáo liên quan đến hoạt động đầu tư tại Việt Nam, đầu tư từ Việt Nam ra nước ngoài và xúc tiến đầu tư|Điều 81#5","03/2021/TT-BKHĐT|Thông tư 03/2021/TT-BKHĐT Quy định mẫu văn bản, báo cáo liên quan đến hoạt động đầu tư tại Việt Nam, đầu tư từ Việt Nam ra nước ngoài và xúc tiến đầu tư|Điều 81","147379","giấy chứng nhận đăng ký đầu tư","substring"
"69/2024/QĐ-UBND|Quyết định 69/2024/QĐ-UBND Ban hành quy chế phối hợp giữa Văn phòng đăng ký đất đai, Chi nhánh Văn phòng đăng ký đất đai với Uỷ ban nhân dân các huyện, thị xã, thành phố và một số phòng, ban liên quan thuộc Uỷ ban nhân dân các huyện, thị xã, thành phố; Uỷ ban nhân dân các xã, phường, thị trấn và Chi cục thuế khu vực trên địa bàn các huyện, thị xã, thành phố, tỉnh Hà Nam|Điều 7#0","69/2024/QĐ-UBND|Quyết định 69/2024/QĐ-UBND Ban hành quy chế phối hợp giữa Văn phòng đăng ký đất đai, Chi nhánh Văn phòng đăng ký đất đai với Uỷ ban nhân dân các huyện, thị xã, thành phố và một số phòng, ban liên quan thuộc Uỷ ban nhân dân các huyện, thị xã, thành phố; Uỷ ban nhân dân các xã, phường, thị trấn và Chi cục thuế khu vực trên địa bàn các huyện, thị xã, thành phố, tỉnh Hà Nam|Điều 7","172159","đất đai","substring"
"40/2009/QĐ-UBND|Quyết định 40/2009/QĐ-UBND Ban hành quy định về quy trình, thủ tục cấp giấy Chứng nhận đầu tư trên địa bàn tỉnh Quảng Ngãi|Điều 19#0","40/2009/QĐ-UBND|Quyết định 40/2009/QĐ-UBND Ban hành quy định về quy trình, thủ tục cấp giấy Chứng nhận đầu tư trên địa bàn tỉnh Quảng Ngãi|Điều 19","55812","giấy chứng nhận đăng ký đầu tư","substring"
"40/2009/QĐ-UBND|Quyết định 40/2009/QĐ-UBND Ban hành quy định về quy trình, thủ tục cấp giấy Chứng nhận đầu tư trên địa bàn tỉnh Quảng Ngãi|Điều 19#0","40/2009/QĐ-UBND|Quyết định 40/2009/QĐ-UBND Ban hành quy định về quy trình, thủ tục cấp giấy Chứng nhận đầu tư trên địa bàn tỉnh Quảng Ngãi|Điều 19","55812","đất đai","substring"
"40/2009/QĐ-UBND|Quyết định 40/2009/QĐ-UBND Ban hành quy định về quy trình, thủ tục cấp giấy Chứng nhận đầu tư trên địa bàn tỉnh Quảng Ngãi|Điều 19#0","40/2009/QĐ-UBND|Quyết định 40/2009/QĐ-UBND Ban hành quy định về quy trình, thủ tục cấp giấy Chứng nhận đầu tư trên địa bàn tỉnh Quảng Ngãi|Điều 19","55812","bảo vệ môi trường","substring"
"125/2024/NĐ-CP|Nghị định 125/2024/NĐ-CP Quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục|Điều 99#1","125/2024/NĐ-CP|Nghị định 125/2024/NĐ-CP Quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục|Điều 99","170780","góp vốn","substring"
"125/2024/NĐ-CP|Nghị định 125/2024/NĐ-CP Quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục|Điều 99#1","125/2024/NĐ-CP|Nghị định 125/2024/NĐ-CP Quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục|Điều 99","170780","đất đai","substring"
"125/2024/NĐ-CP|Nghị định 125/2024/NĐ-CP Quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục|Điều 99#1","125/2024/NĐ-CP|Nghị định 125/2024/NĐ-CP Quy định về điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục|Điều 99","170780","quyền sử dụng đất","substring"
"37/2001/TT-BTC|Thông tư 37/2001/TT-BTC Bổ sung một số điểm quyết định tại thông tư số 42/1999/TT-BTC ngày 20/4/1999 của bộ tài chính hướng dẫn việc thực hiện chế độ tài chính, kế toán thuế đối với các cửa hàng kinh doanh hàng miễn thuế tại việt nam|Điều VB#2","37/2001/TT-BTC|Thông tư 37/2001/TT-BTC Bổ sung một số điểm quyết định tại thông tư số 42/1999/TT-BTC ngày 20/4/1999 của bộ tài chính hướng dẫn việc thực hiện chế độ tài chính, kế toán thuế đối với các cửa hàng kinh doanh hàng miễn thuế tại việt nam|Điều VB","23386","miễn thuế","substring"
"66/2025/TT-NHNN|Thông tư 66/2025/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 34/2024/TT-NHNN 
quy định việc cấp đổi Giấy phép, cấp bổ sung nội dung hoạt động vào 
Giấy phép và tổ chức, hoạt động của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện tại Việt Nam của tổ chức 
tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng|Điều 8#0","66/2025/TT-NHNN|Thông tư 66/2025/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 34/2024/TT-NHNN 
quy định việc cấp đổi Giấy phép, cấp bổ sung nội dung hoạt động vào 
Giấy phép và tổ chức, hoạt động của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện tại Việt Nam của tổ chức 
tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng|Điều 8","186480","văn phòng đại diện","substring"
"66/2025/TT-NHNN|Thông tư 66/2025/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 34/2024/TT-NHNN 
quy định việc cấp đổi Giấy phép, cấp bổ sung nội dung hoạt động vào 
Giấy phép và tổ chức, hoạt động của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện tại Việt Nam của tổ chức 
tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng|Điều 8#0","66/2025/TT-NHNN|Thông tư 66/2025/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 34/2024/TT-NHNN 
quy định việc cấp đổi Giấy phép, cấp bổ sung nội dung hoạt động vào 
Giấy phép và tổ chức, hoạt động của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện tại Việt Nam của tổ chức 
tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng|Điều 8","186480","đăng ký kinh doanh","substring"
"66/2025/TT-NHNN|Thông tư 66/2025/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 34/2024/TT-NHNN 
quy định việc cấp đổi Giấy phép, cấp bổ sung nội dung hoạt động vào 
Giấy phép và tổ chức, hoạt động của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện tại Việt Nam của tổ chức 
tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng|Điều 8#0","66/2025/TT-NHNN|Thông tư 66/2025/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 34/2024/TT-NHNN 
quy định việc cấp đổi Giấy phép, cấp bổ sung nội dung hoạt động vào 
Giấy phép và tổ chức, hoạt động của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện tại Việt Nam của tổ chức 
tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng|Điều 8","186480","chi nhánh","substring"
"72/2017/NĐ-CP|Nghị định 72/2017/NĐ-CP Quy định về nội dung chi hoạt động của Hội đồng quản lý Bảo hiểm xã hội Việt Nam|Điều 4#0","72/2017/NĐ-CP|Nghị định 72/2017/NĐ-CP Quy định về nội dung chi hoạt động của Hội đồng quản lý Bảo hiểm xã hội Việt Nam|Điều 4","122586","bảo hiểm xã hội","substring"
"72/2017/NĐ-CP|Nghị định 72/2017/NĐ-CP Quy định về nội dung chi hoạt động của Hội đồng quản lý Bảo hiểm xã hội Việt Nam|Điều 4#0","72/2017/NĐ-CP|Nghị định 72/2017/NĐ-CP Quy định về nội dung chi hoạt động của Hội đồng quản lý Bảo hiểm xã hội Việt Nam|Điều 4","122586","bảo hiểm thất nghiệp","substring"
"72/2017/NĐ-CP|Nghị định 72/2017/NĐ-CP Quy định về nội dung chi hoạt động của Hội đồng quản lý Bảo hiểm xã hội Việt Nam|Điều 4#0","72/2017/NĐ-CP|Nghị định 72/2017/NĐ-CP Quy định về nội dung chi hoạt động của Hội đồng quản lý Bảo hiểm xã hội Việt Nam|Điều 4","122586","bảo hiểm y tế","substring"
